ID,ArrivalTime,TotalTime,TurnaroundAvg,WaitingTime,ResponseTime
138,13884,37790,37790,37670,37790
137,13985,37969,37869,37689,37789
140,14051,38604,38504,37904,38404
141,14188,38658,38600,38468,38497
139,14193,39484,39116,38654,38683
143,14360,40418,40129,39318,39817
142,14461,40347,40347,40317,40347
144,14508,40711,40483,40301,40330
145,14526,40903,40858,40693,40813
147,14706,41024,40943,40724,40843
148,14877,40943,40903,40853,40863
146,14886,41025,41020,40935,41015
149,15187,40844,40844,40724,40844
150,15261,41001,40910,40771,40820
152,15288,41294,41234,40974,41174
151,15353,41770,41559,41230,41349
154,15497,42217,42172,41627,42127
155,15504,42240,42240,42210,42240
153,15571,42502,42385,42172,42261
156,15755,42981,42827,42321,42440
158,15802,43144,43099,42934,43054
159,15927,43230,43189,43020,43119
157,15970,43787,43423,43187,43197
160,16147,43861,43761,43611,43661
161,16289,43809,43809,43719,43809
163,16336,43772,43772,43762,43772
162,16431,43828,43767,43678,43707
164,16559,43780,43780,43700,43780
165,16742,44037,43939,43597,43797
167,16827,44293,44180,43953,44053
166,16863,44758,44758,44258,44758
168,16897,45114,44960,44724,44734
169,16915,45298,45298,45098,45298
170,17062,45482,45466,45152,45451
171,17186,45539,45509,45359,45478
172,17476,45299,45299,45249,45299
175,17584,45492,45428,45192,45311
173,17587,46019,46004,45489,45989
174,17593,46353,46259,46013,46132
176,17628,46380,46354,46320,46330
179,17950,46157,46157,46057,46157
177,17975,46352,46302,46132,46252
180,18043,46675,46630,46285,46585
178,18061,46778,46778,46658,46778
181,18201,46778,46761,46638,46738
183,18391,46599,46599,46589,46598
184,18414,46956,46816,46576,46676
182,18444,47047,47047,46927,47047
185,18706,46795,46795,46785,46795
186,18809,46943,46822,46693,46702
187,18883,47259,47006,46869,46899
188,19026,47597,47454,47117,47167
189,19081,48323,47972,47543,47622
192,19267,48328,48220,48138,48147
190,19284,49011,48761,48311,48511
191,19328,49267,49267,48967,49267
193,19474,49592,49398,49122,49212
194,19522,49695,49670,49545,49645
195,19550,50518,50253,49668,50167
196,19648,50510,50510,50420,50510
197,19920,50338,50333,50238,50328
199,20004,50754,50754,50254,50754
198,20093,51356,50946,50666,50676
