ID,ArrivalTime,TotalTime,TurnaroundAvg,WaitingTime,ResponseTime
124,12686,44348,44189,43888,43967
127,12726,44518,44458,44308,44398
126,12835,45040,44819,44410,44459
128,12908,45428,45237,44968,44977
130,13047,45389,45388,45289,45389
129,13157,45750,45521,45280,45289
132,13294,46014,45933,45614,45813
131,13369,46119,46062,45939,46029
134,13480,46129,46113,46009,46098
135,13551,46168,46168,46068,46168
133,13551,46298,46188,46158,46068
137,13791,46659,46595,46059,46559
136,13827,47884,47417,46624,47123
138,13832,47979,47934,47879,47889
139,14056,48276,48061,47756,47856
142,14219,49064,49063,48564,49064
141,14219,49485,48853,48615,48414
140,14295,49919,49914,49409,49909
145,14551,50064,49963,49664,49863
143,14558,50147,50123,50057,50107
144,14589,50287,50242,50117,50197
146,14793,50463,50369,50083,50283
148,14829,50507,50507,50427,50507
147,14972,50976,50869,50366,50665
151,15130,50847,50847,50817,50847
149,15133,51505,51162,50845,50874
150,15219,51890,51650,51420,51470
154,15413,51746,51746,51696,51746
152,15478,52182,52181,51682,52181
153,15546,52154,52139,52114,52124
155,15654,52077,52066,52047,52056
157,15793,53099,52664,51939,52018
156,15898,53584,53457,52994,53294
158,15903,54430,54260,53580,54080
160,16065,54629,54549,54269,54469
159,16069,54836,54765,54626,54725
161,16296,54809,54809,54609,54809
162,16359,54916,54856,54746,54796
163,16568,54979,54829,54709,54738
164,16597,55090,55079,54950,55069
165,16618,55730,55419,55070,55269
167,16774,55894,55844,55574,55774
166,16812,56957,56656,55857,56356
168,16921,57429,57388,56849,57348
170,17072,57288,57288,57278,57288
169,17083,57918,57669,57278,57327
171,17111,58311,58216,57891,58090
172,17332,58422,58274,58092,58170
173,17449,58465,58381,58305,58315
174,17554,58481,58465,58361,58450
176,17656,59190,58764,58380,58389
175,17688,59378,59341,59158,59278
177,17764,59723,59576,59303,59422
178,17869,60139,59876,59619,59629
179,18069,60520,60366,59940,60139
181,18125,60564,60519,60464,60474
182,18246,60924,60651,60444,60523
180,18288,61303,61180,60883,61002
183,18476,61476,61281,61116,61145
184,18480,61582,61567,61472,61552
185,18717,61769,61634,61349,61426
186,18873,62013,61913,61613,61813
187,18885,62653,62232,62003,62082
189,18925,62773,62738,62613,62663
188,18974,62924,62924,62724,62924
190,19068,63521,63291,62831,63131
191,19279,63751,63500,63311,63360
193,19305,64566,64311,63726,64025
192,19374,65308,65134,64498,64797
194,19544,65607,65510,65137,65437
195,19755,66817,66166,65397,65516
196,19765,67729,67294,66809,66927
197,19796,67998,67998,67698,67998
198,20032,68763,68264,67763,67882
199,20097,69099,68928,68699,68798
