ID,ArrivalTime,TotalTime,TurnaroundAvg,WaitingTime,ResponseTime
12,1499,75742,75692,73862,75592
15,1632,75961,75961,75041,75961
21,2187,76510,76510,75930,76510
23,2466,76432,43831,75422,2540
26,2633,76365,25561,75725,2746
30,3045,76256,70700,75366,59590
29,3150,76201,31909,75541,9748
31,3226,76276,76275,75376,76276
32,3402,76300,52021,75470,3464
37,3742,76261,54372,75531,43428
61,6379,74777,48133,73767,6609
68,6889,74468,74468,73958,74468
76,7729,73879,73879,73239,73879
82,8364,73445,60135,72215,40171
83,8533,73376,61703,72676,50031
90,9226,72984,58027,72084,50523
96,9728,72583,63887,71703,50845
101,10177,72184,72184,71554,72184
104,10635,71776,61108,71076,50440
110,11265,71196,50616,70616,30037
115,11594,70917,70917,70017,70917
117,11757,70804,62532,69554,50124
122,12342,70370,70320,68860,70270
129,13140,69622,56295,68812,30685
130,13252,69561,41654,69051,13750
136,13877,68985,46237,68215,31052
147,14843,68069,46993,67369,31230
155,15742,67270,67250,66130,67220
157,15939,67123,41479,66613,15835
162,16369,66744,52221,65844,31261
165,16594,66569,37804,65629,16247
169,17114,66099,66099,65569,66099
172,17232,66031,66031,65181,66031
176,17642,65671,61781,64671,57891
179,18176,65238,50750,64038,17408
180,18198,65266,53046,64646,40827
183,18452,65062,56478,64302,47895
190,19184,64380,51453,63670,32063
