ID,ArrivalTime,TotalTime,TurnaroundAvg,WaitingTime,ResponseTime
124,12452,32854,24650,32464,40
45,4648,41260,41260,40600,41260
91,9150,37058,34781,36348,27950
146,14621,32788,32788,32068,32788
120,12076,35633,26823,34993,18014
56,5673,42337,25604,41717,74
13,1465,47147,26856,46707,20093
37,3898,45014,33863,44504,413
186,18717,30492,30492,29872,30492
182,18418,31391,25118,30791,26
183,18321,31789,31789,31179,31789
84,8566,41846,37442,41046,35240
159,16012,34698,34698,34098,34698
155,15567,35744,26025,35314,6589
11,1362,50252,30054,49622,25005
179,18167,33744,33744,33184,33744
165,16642,35569,7382,35059,336
187,18979,33533,20733,32983,1534
101,10118,42695,18369,42105,701
7,955,52160,26160,51770,161
170,17016,36696,18565,35946,93
44,4401,49614,20543,49034,100
123,12405,41909,28242,41459,910
93,9310,45305,36265,44835,114
61,6157,49066,48841,48446,48766
79,8143,47380,47380,47080,47380
110,11048,44774,36214,44174,27654
24,2614,53811,35937,53301,189
23,2331,54894,54894,53944,54894
139,14081,43643,43643,43023,43643
86,8832,49393,37853,48603,3239
199,20036,38686,12935,38126,35
132,13322,45902,45902,45402,45902
17,1780,57946,23558,57206,36
138,13885,46339,35904,45359,7791
174,17412,43312,43312,42812,43312
68,6927,54299,18205,53739,158
53,5471,56255,37531,55585,85
48,4883,57343,14405,56773,70
72,7336,55391,55391,54591,55391
169,17092,46133,15463,45523,128
65,6581,57146,57146,56646,57146
153,15595,48630,48630,47820,48630
131,13328,52399,37202,51549,138
157,15716,50510,31814,49470,499
94,9518,57210,57210,56710,57210
20,2089,65141,56908,64291,32209
164,16436,51291,51291,50791,51291
27,2745,65988,30966,65148,19293
43,4376,64855,42981,63955,11741
188,18928,50801,50801,49991,50801
49,5199,65032,41845,64002,146
9,1172,69556,46379,68746,26
51,5208,66024,44553,65114,37397
116,11892,59839,30971,58509,17998
198,19822,52407,33849,51237,158
10,1123,71610,47744,70600,14
83,8577,64655,64655,64055,64655
189,19020,54711,41047,53481,58
151,15115,59116,44401,58446,257
106,10731,64001,64001,63401,64001
64,6490,68743,55774,67423,16870
173,17473,58267,30644,57387,128
161,16379,59861,44930,59151,137
32,3473,73271,42474,72541,103
1,363,76881,51350,76081,290
163,16424,61317,61317,60497,61317
143,14567,63675,63674,62765,63675
148,14806,63936,31468,62976,86
38,3929,75316,75315,74536,75316
125,12622,67121,55868,66131,10857
69,7168,73076,49001,72236,24926
15,1651,79094,30149,78294,34
