ID,ArrivalTime,TotalTime,TurnaroundAvg,WaitingTime,ResponseTime
1,134,350,235,10,39
0,213,547,450,307,355
2,277,964,842,484,683
3,366,1576,1468,876,1375
5,601,1851,1846,1341,1841
4,641,2743,2586,1813,2311
6,748,3397,3106,2637,2836
7,931,3505,3460,3215,3415
8,966,4111,3747,3471,3521
10,1074,4054,4054,4004,4054
9,1093,4276,4188,4036,4045
12,1258,4161,4161,4111,4161
11,1311,4559,4475,4109,4408
13,1461,4900,4707,4410,4609
14,1560,5223,5032,4803,4812
16,1670,5143,5143,5113,5143
15,1748,5597,5454,5067,5265
18,1867,6229,6077,5479,5978
17,1956,6420,6313,6140,6220
19,1974,7494,7069,6404,6413
21,2162,7797,7603,7307,7506
20,2228,8652,8423,7732,8231
22,2327,9024,8842,8554,8603
24,2445,9146,9086,8906,8996
25,2560,9531,9531,9031,9531
23,2580,9622,9585,9512,9562
26,2741,9491,9490,9461,9491
27,2788,9976,9810,9446,9545
29,2947,10128,9968,9818,9827
28,2990,11026,10649,10086,10175
30,3032,11284,11283,10984,11284
31,3161,11376,11365,11156,11355
32,3428,11608,11608,11108,11608
33,3546,11740,11715,11490,11690
34,3670,12248,11946,11618,11647
36,3741,12487,12328,12177,12266
35,3747,12782,12718,12482,12561
37,3864,14176,13670,12666,13165
38,3965,14906,14583,14076,14375
39,4085,14836,14836,14786,14836
40,4169,15172,15022,14752,14872
43,4306,15907,15764,15037,15336
41,4388,16325,16171,15825,15945
42,4418,16796,16796,16296,16796
44,4572,17143,17054,16643,16942
47,4755,17040,17040,16960,17040
46,4767,17659,17605,17029,17529
45,4794,18132,18132,17632,18132
49,4920,18437,18344,18007,18207
48,4966,19262,18676,18392,18442
50,5149,20300,19633,19080,19129
51,5262,20395,20347,20185,20285
52,5364,20447,20383,20297,20306
53,5414,21187,20692,20397,20407
56,5633,20979,20979,20969,20979
54,5677,21105,21045,20935,20985
55,5700,21192,21142,21082,21092
57,5967,21717,21511,20927,21016
58,6023,21761,21756,21661,21751
59,6110,23106,22661,21676,22175
60,6246,24201,23743,22971,22980
62,6248,24699,24699,24199,24699
61,6265,25513,25225,24683,24883
63,6534,25444,25394,25244,25344
65,6579,25910,25659,25400,25410
64,6604,26076,26024,25886,25975
67,6723,26586,26249,25956,26076
66,6855,26546,26505,26456,26466
68,6949,27652,27171,26452,26751
69,7017,28316,28025,27586,27785
70,7037,28986,28698,28296,28306
73,7314,29231,29056,28711,28740
71,7324,29271,29271,29221,29271
72,7460,29406,29253,29136,29145
74,7483,29994,29947,29384,29883
75,7585,29912,29907,29892,29902
76,7819,30409,29953,29679,29708
77,7939,31460,30831,30290,30339
