ID,ArrivalTime,TotalTime,TurnaroundAvg,WaitingTime,ResponseTime
1,229,76,76,66,76
0,62,260,223,20,220
2,436,483,340,323,58
3,402,567,298,337,31
4,651,519,519,399,519
6,743,1323,1323,1193,1323
11,1333,2044,2044,1934,2044
20,2107,1642,1637,1622,1632
25,2701,2166,2166,2116,2166
10,1153,3786,3786,3566,3786
16,1835,3948,3948,3868,3948
33,3570,2858,2842,2778,2828
35,3586,2923,2907,2843,2892
40,4117,3327,3326,3277,3327
22,2439,5136,5136,5056,5136
43,4391,3596,3596,3586,3596
5,626,8037,4239,7647,444
27,2724,6147,6147,6047,6147
49,4960,3941,3941,3911,3941
28,2852,6251,6251,6151,6251
50,5135,4117,4117,4067,4117
12,1317,9355,9355,9155,9355
64,6536,5401,5401,5391,5401
45,4673,11423,11423,11333,11423
46,4746,11672,11511,11492,11431
90,9014,8288,8288,8258,8288
51,5116,12266,12266,12136,12266
91,9316,8167,8167,8117,8167
30,3030,14916,14916,14716,14916
54,5535,12903,12857,12713,12812
99,10130,8921,8921,8871,8921
101,10331,9142,9127,9082,9112
105,10608,9659,9659,9649,9659
107,10878,9820,9820,9790,9820
7,995,19957,19957,19657,19957
118,11991,11098,11098,11088,11098
120,12049,11121,11121,11091,11121
123,12374,11378,11373,11318,11368
36,3779,20277,20205,19997,19996
68,6876,17601,11722,17491,5844
69,7011,17677,17677,17577,17677
132,13246,12044,12039,12024,12034
134,13535,12288,12272,12248,12257
141,14216,12993,12975,12943,12952
74,7587,19723,19723,19593,19723
78,7988,20651,20651,20561,20651
152,15394,13987,13987,13977,13987
23,2598,26886,26755,26406,26494
154,15498,14014,14014,13984,14014
161,16326,14452,14452,14422,14452
85,8608,22633,22633,22543,22633
168,17045,14928,14928,14918,14928
172,17371,15446,15446,15396,15446
26,2884,29985,11481,29725,2215
173,17535,15342,15342,15332,15342
95,9504,24459,24459,24339,24459
93,9560,24805,24805,24685,24805
96,9623,24906,24906,24826,24906
191,19130,16861,16861,16851,16861
194,19484,17221,17221,17191,17221
104,10539,27283,27238,27003,27192
113,11439,27607,27563,27347,27526
114,11481,27715,27647,27315,27595
119,11984,27554,27554,27464,27554
121,12356,27684,19447,27464,11185
37,3779,36875,11504,36565,2980
129,13051,27733,27694,27533,27682
13,1535,40089,40089,39679,40089
75,7534,34781,20420,34491,6503
144,14573,28163,28163,28083,28163
143,14587,28199,28199,28099,28199
148,14800,28247,28247,28157,28247
151,15259,28420,28420,28330,28420
155,15791,28400,28373,28210,28360
157,15988,28494,21380,28364,14267
158,16088,28484,28484,28394,28484
160,16161,28502,19074,28372,14355
162,16364,28459,28459,28359,28459
163,16368,28486,21508,28396,14531
165,16515,28469,21526,28339,14584
86,8731,36515,36515,36395,36515
15,1728,43922,33751,43442,3241
174,17636,28503,28483,28333,28463
178,17951,28660,28660,28500,28660
17,1821,45877,20515,45447,7834
103,10357,38318,38305,38008,38298
57,5801,43607,33327,43087,14205
58,5913,43645,29094,43175,14434
111,11284,38786,29727,38416,27440
110,11291,38799,38799,38679,38799
122,12203,38510,38510,38380,38510
18,2098,48717,48692,48097,48667
130,13179,38207,26656,37867,11810
21,2201,49287,33808,48437,10641
135,13549,38158,38158,37888,38158
150,15244,38009,38009,37889,38009
153,15321,37952,31913,37672,13799
159,16162,37754,26099,37604,14445
84,8607,45461,45461,45141,45461
87,8771,45548,38003,44918,7978
167,16970,37368,37368,37248,37368
89,8935,45555,33095,45335,8176
179,18156,37130,32912,36920,28696
188,18917,37091,37091,36971,37091
189,19142,36937,31631,36707,28978
199,19981,36992,27314,36842,17637
32,3360,53867,23111,53427,2584
115,11775,45902,34148,45472,10691
117,11985,45893,28143,45593,10944
124,12490,45639,39636,45349,27630
126,12689,45640,28323,45350,11586
