ID,ArrivalTime,TotalTime,TurnaroundAvg,WaitingTime,ResponseTime
122,12268,46745,28830,46405,10911
123,12539,46674,28536,46364,10992
125,12545,46719,46719,46359,46719
35,3727,55589,29259,55279,2931
37,3757,55609,55608,55099,55609
41,4326,55645,24158,55185,3126
2,320,59852,59852,59302,59852
152,15473,45399,37127,45119,28856
157,15704,45419,41308,44969,28977
170,17167,44916,32428,44526,29291
50,5135,57400,31581,56670,4075
51,5137,57498,57498,57188,57498
177,17973,44762,44762,44432,44762
54,5665,57774,17697,57444,4330
193,19524,44114,30538,43824,16958
70,7074,58171,40180,57301,6258
73,7453,58043,58043,57743,58043
79,8056,57841,39093,57331,20291
86,8726,57825,27606,57215,7430
98,9969,57988,57988,57688,57988
107,10940,57571,57558,56791,57521
111,11224,57437,42147,56717,9524
112,11265,57497,57484,56767,57446
115,11552,57310,57310,56660,57310
116,11658,57254,44450,56504,39350
120,12226,56937,56937,56527,56937
129,13058,56355,50604,55835,39104
137,13942,55722,41711,55002,12362
147,14867,55098,39184,54468,28559
154,15650,54666,54666,54366,54666
10,1296,69123,29707,68273,3431
155,15798,54669,51604,54089,45476
163,16388,54331,54331,53931,54331
168,16832,54188,54188,53888,54188
172,17378,53742,45581,53142,29261
176,17668,53653,53653,53173,53653
183,18439,53283,40967,52633,16385
189,19131,52792,52792,52322,52792
198,20073,52201,37907,51691,17655
15,1557,70870,31561,70090,18458
16,1830,70747,36243,70197,1740
17,1850,70777,70777,70017,70777
20,2171,70858,70858,70158,70858
25,2597,71387,71387,70797,71387
28,2943,71543,37081,71033,2619
29,3083,71804,71804,71304,71804
42,4407,71283,54599,70303,3336
44,4596,71295,61049,70295,55927
48,4800,71241,54350,70441,3677
46,4896,71346,22708,70686,3933
52,5251,71291,49895,70671,28499
56,5801,71195,60101,70295,43460
58,5854,71192,71192,70592,71192
60,6155,71041,47759,69991,4754
59,6192,71054,71054,70544,71054
62,6376,70921,63268,69771,58166
64,6652,70845,52579,69095,5543
68,6998,70599,57693,69799,6073
72,7243,70455,67354,69525,58052
83,8352,69747,67356,68537,57796
91,9376,69125,69125,68535,69125
93,9402,69149,38609,68619,8070
95,9657,68944,68944,68044,68944
96,9785,69017,65284,68127,57820
100,10050,68852,48174,68142,8749
118,11890,67213,67213,66463,67213
128,12978,66174,66174,65524,66174
132,13360,65842,40762,65152,28198
139,14192,65061,65061,64481,65061
142,14211,65092,56370,64422,38927
141,14304,65049,42841,64239,28509
144,14481,64922,30412,64342,13142
148,14897,64557,64557,64057,64557
149,15135,64369,64369,63319,64369
150,15217,64337,54211,63477,13711
156,15757,63847,63847,63267,63847
161,16368,63337,63326,61827,63286
164,16418,63337,58817,62307,45257
165,16707,63098,46786,62428,38630
167,16718,63137,63137,62537,63137
173,17378,62527,62527,61337,62527
180,18019,61937,46611,61417,15961
179,18153,61853,50401,61283,16048
182,18381,61675,56984,60725,38221
184,18668,61438,61438,60938,61438
191,19142,61014,61014,60314,61014
196,19656,60551,54865,59611,37810
194,19663,60594,60594,59854,60594
